"brand_name","generic_name","year","total_dosage_units","total_beneficiaries"
"Flac Otic Oil","Fluocinolone Acetonide Oil",2023,460,18
"Flagyl","Metronidazole",2012,6242,151
"Flagyl","Metronidazole",2013,7371,199
"Flagyl","Metronidazole",2014,14323,291
"Flagyl","Metronidazole",2015,11044,237
"Flagyl","Metronidazole",2016,10062,186
"Flagyl","Metronidazole",2017,8544,169
"Flagyl","Metronidazole",2018,6118,142
"Flagyl","Metronidazole",2019,2507,77
"Flagyl","Metronidazole",2020,2775,82
"Flagyl","Metronidazole",2021,1766,41
"Flarex","Fluorometholone Acetate",2012,20455,1646
"Flarex","Fluorometholone Acetate",2013,17480,1472
"Flarex","Fluorometholone Acetate",2014,7790,901
"Flarex","Fluorometholone Acetate",2015,17120,1482
"Flarex","Fluorometholone Acetate",2016,18550,1508
"Flarex","Fluorometholone Acetate",2017,12030,982
"Flarex","Fluorometholone Acetate",2018,10505,893
"Flarex","Fluorometholone Acetate",2019,42100,4807
"Flarex","Fluorometholone Acetate",2020,61242,6529
"Flarex","Fluorometholone Acetate",2021,89405.5,9469
"Flarex","Fluorometholone Acetate",2022,136889,14938
"Flarex","Fluorometholone Acetate",2023,150982.6,15372
"Flavoxate HCl","Flavoxate HCl",2012,2256619.5,9472
"Flavoxate HCl","Flavoxate HCl",2013,2064290.611,8548
"Flavoxate HCl","Flavoxate HCl",2014,1610677,7556
"Flavoxate HCl","Flavoxate HCl",2015,1267204.5,5414
"Flavoxate HCl","Flavoxate HCl",2016,1161823,4699
"Flavoxate HCl","Flavoxate HCl",2017,881003,4250
"Flavoxate HCl","Flavoxate HCl",2018,953386,3998
"Flavoxate HCl","Flavoxate HCl",2019,938095,3645
"Flavoxate HCl","Flavoxate HCl",2020,871676,3174
"Flavoxate HCl","Flavoxate HCl",2021,801093,3032
"Flavoxate HCl","Flavoxate HCl",2022,740478,2848
"Flavoxate HCl","Flavoxate HCl",2023,545574,1990
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2012,82913,18
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2013,223801,26
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2014,357140,34
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2015,396156,47
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2016,491000,58
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2017,414552,51
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2018,510050,51
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2019,162050,42
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2020,29300,NA
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2021,48000,NA
"Flebogamma Dif","Imm Glob G (IgG)/Sorb/IgA 0-50",2022,22800,NA
"Flecainide Acetate","Flecainide Acetate",2012,44870039.881,87624
"Flecainide Acetate","Flecainide Acetate",2013,57043860.999,109675
"Flecainide Acetate","Flecainide Acetate",2014,63807912,127253
"Flecainide Acetate","Flecainide Acetate",2015,75551143,145839
"Flecainide Acetate","Flecainide Acetate",2016,87446970.5,165916
"Flecainide Acetate","Flecainide Acetate",2017,97547148.75,185281
"Flecainide Acetate","Flecainide Acetate",2018,108375788,205534
"Flecainide Acetate","Flecainide Acetate",2019,120367357.8,226604
"Flecainide Acetate","Flecainide Acetate",2020,130883597.56,237228
"Flecainide Acetate","Flecainide Acetate",2021,138558604.19,258823
"Flecainide Acetate","Flecainide Acetate",2022,146563118.41,276767
"Flecainide Acetate","Flecainide Acetate",2023,159405591.44,300093
"Flector","Diclofenac Epolamine",2012,7586023.6,71405
"Flector","Diclofenac Epolamine",2013,6746624.8,60546
"Flector","Diclofenac Epolamine",2014,6726722.99,56937
"Flector","Diclofenac Epolamine",2015,3679547,27536
"Flector","Diclofenac Epolamine",2016,3053783,21107
"Flector","Diclofenac Epolamine",2017,2790885,18294
"Flector","Diclofenac Epolamine",2018,2705987,16951
"Flector","Diclofenac Epolamine",2019,NA,10381
"Flector","Diclofenac Epolamine",2020,NA,3814
"Flector","Diclofenac Epolamine",2021,255732,1764
"Flector","Diclofenac Epolamine",2022,267042,1249
"Flector","Diclofenac Epolamine",2023,214002,937
"Fleqsuvy","Baclofen",2018,NA,NA
"Fleqsuvy","Baclofen",2019,NA,NA
"Fleqsuvy","Baclofen",2020,NA,NA
"Fleqsuvy","Baclofen",2021,NA,NA
"Fleqsuvy","Baclofen",2022,52008,61
"Fleqsuvy","Baclofen",2023,133638,92
"Flexbumin","Albumin Human",2014,6882,NA
"Flexbumin","Albumin Human",2015,8213,NA
"Flexbumin","Albumin Human",2016,NA,NA
"Flexbumin","Albumin Human",2017,12150,NA
"Flexbumin","Albumin Human",2018,27200,NA
"Flexbumin","Albumin Human",2019,24800,NA
"Flexbumin","Albumin Human",2020,13050,NA
"Flexbumin","Albumin Human",2021,NA,NA
"Flexbumin","Albumin Human",2022,27900,NA
"Flexbumin","Albumin Human",2023,37200,NA
"Flolan","Epoprostenol Sodium (Glycine)",2014,1055,NA
"Flolan","Epoprostenol Sodium (Glycine)",2015,NA,NA
"Flolan","Epoprostenol Sodium (Glycine)",2016,3120,NA
"Flolan","Epoprostenol Sodium (Glycine)",2017,1920,NA
"Flolan","Epoprostenol Sodium (Glycine)",2018,720,NA
"Flolan","Epoprostenol Sodium (Glycine)",2019,1398,NA
"Flolan","Epoprostenol Sodium (Glycine)",2020,1350,NA
"Flolan","Epoprostenol Sodium (Glycine)",2021,2790,NA
"Flolan","Epoprostenol Sodium (Glycine)",2022,3760,NA
"Flolan","Epoprostenol Sodium (Glycine)",2023,10189,NA
"Flolipid","Simvastatin",2014,NA,NA
"Flolipid","Simvastatin",2015,NA,NA
"Flolipid","Simvastatin",2016,NA,NA
"Flolipid","Simvastatin",2017,NA,NA
"Flolipid","Simvastatin",2018,26550,49
"Flolipid","Simvastatin",2019,4600,17
"Flolipid","Simvastatin",2020,NA,NA
"Flolipid","Simvastatin",2021,NA,NA
"Flolipid","Simvastatin",2022,4350,NA
"Flolipid","Simvastatin",2023,2925,NA
"Flomax","Tamsulosin HCl",2012,2131417.335,9806
"Flomax","Tamsulosin HCl",2013,1930398,7685
"Flomax","Tamsulosin HCl",2014,1634724,7417
"Flomax","Tamsulosin HCl",2015,458497,4220
"Flomax","Tamsulosin HCl",2016,377566,1905
"Flomax","Tamsulosin HCl",2017,545381,2273
"Flomax","Tamsulosin HCl",2018,NA,2210
"Flomax","Tamsulosin HCl",2019,166315,2106
"Flomax","Tamsulosin HCl",2020,462971,1805
"Flomax","Tamsulosin HCl",2021,417874,1519
"Flomax","Tamsulosin HCl",2022,218755,990
"Flomax","Tamsulosin HCl",2023,252533,891
"Flonase","Fluticasone Propionate",2012,157493,3151
"Flonase","Fluticasone Propionate",2013,159998,2865
"Flonase","Fluticasone Propionate",2014,110430.5,2108
"Flonase","Fluticasone Propionate",2015,40590.06,1168
"Flonase","Fluticasone Propionate",2016,1265,69
"Flovent Diskus","Fluticasone Propionate",2012,6358446,29566
"Flovent Diskus","Fluticasone Propionate",2013,8156284,35645
"Flovent Diskus","Fluticasone Propionate",2014,8599768.06,35455
"Flovent Diskus","Fluticasone Propionate",2015,9106363.017,36751
"Flovent Diskus","Fluticasone Propionate",2016,10780186.2,42442
"Flovent Diskus","Fluticasone Propionate",2017,11835832,45566
"Flovent Diskus","Fluticasone Propionate",2018,12308427,45608
"Flovent Diskus","Fluticasone Propionate",2019,12223602,44993
"Flovent Diskus","Fluticasone Propionate",2020,12799261,43454
"Flovent Diskus","Fluticasone Propionate",2021,12286943.03,42036
"Flovent Diskus","Fluticasone Propionate",2022,12095343.6,43972
"Flovent Diskus","Fluticasone Propionate",2023,12121126.2,46104
"Flovent HFA","Fluticasone Propionate",2012,13821682.697,297685
"Flovent HFA","Fluticasone Propionate",2013,14069432.369,306024
"Flovent HFA","Fluticasone Propionate",2014,13122225.86,286011
"Flovent HFA","Fluticasone Propionate",2015,12933997.969,287084
"Flovent HFA","Fluticasone Propionate",2016,14474848.875,321219
"Flovent HFA","Fluticasone Propionate",2017,15856943.226,350315
"Flovent HFA","Fluticasone Propionate",2018,16938718.801,365402
"Flovent HFA","Fluticasone Propionate",2019,17386704.5,367884
"Flovent HFA","Fluticasone Propionate",2020,18538510.7,364122
"Flovent HFA","Fluticasone Propionate",2021,17846406.16,360413
"Flovent HFA","Fluticasone Propionate",2022,16475034.3,357428
"Flovent HFA","Fluticasone Propionate",2023,14532367.5,319369
"Fluconazole","Fluconazole",2012,14825500.95,1172511
"Fluconazole","Fluconazole",2013,16549825.527,1306561
"Fluconazole","Fluconazole",2014,17819674.102,1391199
"Fluconazole","Fluconazole",2015,18949087.055,1497068
"Fluconazole","Fluconazole",2016,19455931.456,1543143
"Fluconazole","Fluconazole",2017,19879300.068,1590552
"Fluconazole","Fluconazole",2018,20572973.007,1641991
"Fluconazole","Fluconazole",2019,21694696.352,1732615
"Fluconazole","Fluconazole",2020,22127056.574,1679822
"Fluconazole","Fluconazole",2021,22871708.032,1746743
"Fluconazole","Fluconazole",2022,24174864.335,1851953
"Fluconazole","Fluconazole",2023,25574979.885,2001592
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2012,52261,49
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2013,54381,45
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2014,40515,48
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2015,39602,50
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2016,66458,34
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2017,26319,24
"Fluconazole In Dextrose","Fluconazole In Dextrose,Iso-Os",2018,53603,33
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2012,995074.833,760
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2013,1249293.667,766
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2014,1705521.333,970
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2015,1869641.167,904
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2016,1392214,880
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2017,1305485,818
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2018,1125185.25,699
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2019,1111958.4,687
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2020,1249271,769
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2021,1651335.6,738
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2022,1741432,608
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",2023,1658171.8,641
"Flucytosine","Flucytosine",2012,12049,80
"Flucytosine","Flucytosine",2013,20480.364,116
"Flucytosine","Flucytosine",2014,29227.75,123
"Flucytosine","Flucytosine",2015,26181,115
"Flucytosine","Flucytosine",2016,NA,133
"Flucytosine","Flucytosine",2017,NA,125
"Flucytosine","Flucytosine",2018,21221,183
"Flucytosine","Flucytosine",2019,27211,161
"Flucytosine","Flucytosine",2020,25568,176
"Flucytosine","Flucytosine",2021,25719,211
"Flucytosine","Flucytosine",2022,195750,1715
"Flucytosine","Flucytosine",2023,322529,2899
"Fludarabine Phosphate","Fludarabine Phosphate",2014,NA,31
"Fludarabine Phosphate","Fludarabine Phosphate",2015,218,26
"Fludarabine Phosphate","Fludarabine Phosphate",2016,NA,17
"Fludarabine Phosphate","Fludarabine Phosphate",2017,82,24
"Fludarabine Phosphate","Fludarabine Phosphate",2018,102,NA
"Fludarabine Phosphate","Fludarabine Phosphate",2019,NA,NA
"Fludarabine Phosphate","Fludarabine Phosphate",2020,114,NA
"Fludrocortisone Acetate","Fludrocortisone Acetate",2012,20598469.466,81323
"Fludrocortisone Acetate","Fludrocortisone Acetate",2013,22706311.754,89372
"Fludrocortisone Acetate","Fludrocortisone Acetate",2014,23938849.507,93338
"Fludrocortisone Acetate","Fludrocortisone Acetate",2015,24930327.084,96938
"Fludrocortisone Acetate","Fludrocortisone Acetate",2016,26016046.147,99754
"Fludrocortisone Acetate","Fludrocortisone Acetate",2017,26751275.362,101849
"Fludrocortisone Acetate","Fludrocortisone Acetate",2018,27066958.262,104379
"Fludrocortisone Acetate","Fludrocortisone Acetate",2019,27202824.751,104177
"Fludrocortisone Acetate","Fludrocortisone Acetate",2020,28571953.488,104400
"Fludrocortisone Acetate","Fludrocortisone Acetate",2021,27943170.101,104766
"Fludrocortisone Acetate","Fludrocortisone Acetate",2022,27925141.825,106178
"Fludrocortisone Acetate","Fludrocortisone Acetate",2023,28749262.77,110294
"Flumazenil","Flumazenil",2012,1381.1,253
"Flumazenil","Flumazenil",2013,2549,490
"Flumazenil","Flumazenil",2014,8328.5,1705
"Flumazenil","Flumazenil",2015,9588.5,1761
"Flumazenil","Flumazenil",2016,22904,4413
"Flumazenil","Flumazenil",2017,8494,1623
"Flumazenil","Flumazenil",2018,12713,2401
"Flumazenil","Flumazenil",2019,13471,2473
"Flumazenil","Flumazenil",2020,11473,1584
"Flumazenil","Flumazenil",2021,24172,3369
"Flumazenil","Flumazenil",2022,33834,5767
"Flumazenil","Flumazenil",2023,36424.5,6305
"Flunisolide","Flunisolide",2012,3236466.55,42799
"Flunisolide","Flunisolide",2013,3348898.275,42046
"Flunisolide","Flunisolide",2014,3311518.925,40844
"Flunisolide","Flunisolide",2015,3011941.5,39005
"Flunisolide","Flunisolide",2016,3001300.16,35404
"Flunisolide","Flunisolide",2017,2952191.271,34981
"Flunisolide","Flunisolide",2018,2980652.15,34719
"Flunisolide","Flunisolide",2019,2982574.85,33556
"Flunisolide","Flunisolide",2020,2281241.8,25556
"Flunisolide","Flunisolide",2021,2265056,23562
"Flunisolide","Flunisolide",2022,2220324,23078
"Flunisolide","Flunisolide",2023,2026303.833,21192
"Fluocinolone Acetonide","Fluocinolone Acetonide",2012,7323236.369,61637
"Fluocinolone Acetonide","Fluocinolone Acetonide",2013,9343268.662,75672
"Fluocinolone Acetonide","Fluocinolone Acetonide",2014,10559063.722,86055
"Fluocinolone Acetonide","Fluocinolone Acetonide",2015,9722219.853,80269
"Fluocinolone Acetonide","Fluocinolone Acetonide",2016,8429802.741,72318
"Fluocinolone Acetonide","Fluocinolone Acetonide",2017,8664068.794,70507
"Fluocinolone Acetonide","Fluocinolone Acetonide",2018,8952545.752,75093
"Fluocinolone Acetonide","Fluocinolone Acetonide",2019,12271195.552,79053
"Fluocinolone Acetonide","Fluocinolone Acetonide",2020,11906134.05,79253
"Fluocinolone Acetonide","Fluocinolone Acetonide",2021,11318009.227,84526
"Fluocinolone Acetonide","Fluocinolone Acetonide",2022,10467234.738,78010
"Fluocinolone Acetonide","Fluocinolone Acetonide",2023,10826964.039,80799
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2012,4968587.64,22484
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2013,7690027.798,33842
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2014,8284186.794,35855
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2015,7080839.253,31862
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2016,6508433.701,29497
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2017,6220786.723,27931
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2018,6274256.744,28111
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2019,6330108.108,29403
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2020,6618392.824,29873
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2021,7090271.203,33607
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2022,7379097.384,35368
"Fluocinolone Acetonide","Fluocinolone/Shower Cap",2023,8469531.129,40323
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2012,880255.84,31739
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2013,1468196.916,51231
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2014,1501062.4,52031
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2015,1325920.84,46212
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2016,1320284.36,46293
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2017,1322565.78,45715
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2018,1383637.61,48104
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2019,1535319.43,53780
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2020,1631277,57052
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2021,1996508.67,71808
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2022,2224171,79648
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",2023,3718829.214,110490
"Fluocinonide","Fluocinonide",2012,52948170.863,473327
"Fluocinonide","Fluocinonide",2013,58988990.545,532720
"Fluocinonide","Fluocinonide",2014,58842128.861,543482
"Fluocinonide","Fluocinonide",2015,42534144.883,457360
"Fluocinonide","Fluocinonide",2016,40496899.445,478506
"Fluocinonide","Fluocinonide",2017,49856110.201,490736
"Fluocinonide","Fluocinonide",2018,53714876.888,473251
"Fluocinonide","Fluocinonide",2019,47717298.118,446689
"Fluocinonide","Fluocinonide",2020,43711117.625,401723
"Fluocinonide","Fluocinonide",2021,43656974.401,396237
"Fluocinonide","Fluocinonide",2022,41815183.726,379983
"Fluocinonide","Fluocinonide",2023,40344234.962,379768
"Fluocinonide-E","Fluocinonide/Emollient Base",2012,1551287.9,15991
"Fluocinonide-E","Fluocinonide/Emollient Base",2013,2101595.06,21226
"Fluocinonide-E","Fluocinonide/Emollient Base",2014,1992436.8,20613
"Fluocinonide-E","Fluocinonide/Emollient Base",2015,1461178.52,15223
"Fluocinonide-E","Fluocinonide/Emollient Base",2016,1226325.866,13331
"Fluocinonide-E","Fluocinonide/Emollient Base",2017,1088489.2,12342
"Fluocinonide-E","Fluocinonide/Emollient Base",2018,719360.5,10133
"Fluocinonide-E","Fluocinonide/Emollient Base",2019,787091,9011
"Fluocinonide-E","Fluocinonide/Emollient Base",2020,864993.9,8371
"Fluocinonide-E","Fluocinonide/Emollient Base",2021,1251900,8430
"Fluocinonide-E","Fluocinonide/Emollient Base",2022,690421,6841
"Fluocinonide-E","Fluocinonide/Emollient Base",2023,647590.03,6555
"Fluoride","Fluoride (Sodium)",2014,8054,130
"Fluoride","Fluoride (Sodium)",2015,17054,147
"Fluoride","Fluoride (Sodium)",2016,27107,181
"Fluoride","Fluoride (Sodium)",2017,36575,176
"Fluoride","Fluoride (Sodium)",2018,62197,285
"Fluoride","Fluoride (Sodium)",2019,84665,312
"Fluoride","Fluoride (Sodium)",2020,79416,295
"Fluoride","Fluoride (Sodium)",2021,59416,280
"Fluoride","Fluoride (Sodium)",2022,52226.5,234
"Fluoride","Fluoride (Sodium)",2023,49065.5,228
"Fluoride","Sodium Fluoride",2012,3481,21
"Fluoride","Sodium Fluoride",2013,8258,47
"Fluoride","Sodium Fluoride",2014,18285,96
"Fluoride","Sodium Fluoride",2015,23107,121
"Fluoride","Sodium Fluoride",2016,34080,156
"Fluoridex","Fluoride (Sodium)",2014,NA,NA
"Fluoridex","Fluoride (Sodium)",2015,NA,NA
"Fluoridex","Fluoride (Sodium)",2016,NA,NA
"Fluoridex","Fluoride (Sodium)",2017,NA,NA
"Fluoridex","Fluoride (Sodium)",2018,33040,184
"Fluoridex","Fluoride (Sodium)",2019,NA,NA
"Fluoridex","Fluoride (Sodium)",2020,NA,NA
"Fluoridex","Fluoride (Sodium)",2021,1915648,7292
"Fluoridex","Fluoride (Sodium)",2022,2983124,9048
"Fluoridex","Fluoride (Sodium)",2023,3182806,9352
"Fluorometholone","Fluorometholone",2012,1920663.111,140749
"Fluorometholone","Fluorometholone",2013,2128503.333,155082
"Fluorometholone","Fluorometholone",2014,1617683.999,112262
"Fluorometholone","Fluorometholone",2015,2078691.416,148274
"Fluorometholone","Fluorometholone",2016,2285691.6,172446
"Fluorometholone","Fluorometholone",2017,2364465.214,182734
"Fluorometholone","Fluorometholone",2018,2134015,164552
"Fluorometholone","Fluorometholone",2019,2144381,164404
"Fluorometholone","Fluorometholone",2020,1929960.2,139990
"Fluorometholone","Fluorometholone",2021,2038585,153427
"Fluorometholone","Fluorometholone",2022,2101411,158522
"Fluorometholone","Fluorometholone",2023,2199971,168211
"Fluoroplex","Fluorouracil",2016,NA,NA
"Fluoroplex","Fluorouracil",2017,NA,NA
"Fluoroplex","Fluorouracil",2018,NA,NA
"Fluoroplex","Fluorouracil",2019,NA,NA
"Fluoroplex","Fluorouracil",2020,4680,136
"Fluoroplex","Fluorouracil",2021,4560,126
"Fluorouracil","Fluorouracil",2012,5795803.946,120814
"Fluorouracil","Fluorouracil",2013,7357167.717,154574
"Fluorouracil","Fluorouracil",2014,12036102.23,249552
"Fluorouracil","Fluorouracil",2015,13443506.679,280203
"Fluorouracil","Fluorouracil",2016,15437070.177,323656
"Fluorouracil*","Fluorouracil",2014,12363059.97,257822
"Fluorouracil*","Fluorouracil",2015,13431258.219,281127
"Fluorouracil*","Fluorouracil",2016,15445255.127,323660
"Fluorouracil*","Fluorouracil",2017,16779672.858,352492
"Fluorouracil*","Fluorouracil",2018,17913197.36,378863
"Fluorouracil*","Fluorouracil",2019,14122597.4,402038
"Fluorouracil*","Fluorouracil",2020,17497770.46,389006
"Fluorouracil*","Fluorouracil",2021,20521729.558,444233
"Fluorouracil*","Fluorouracil",2022,20622586.804,446388
"Fluorouracil*","Fluorouracil",2023,23206650.149,500442
